Date,Open,High,Low,Close,Volume
2014-06-23,2639.79,2651.4,2635.29,2648.82,19597032
2014-06-24,2646.5,2649.78,2633,2633.25,21262443
2014-06-25,2620.55,2625.92,2591.8,2593.56,20033462
2014-06-26,2607.64,2608.76,2571.06,2577.29,15946827
2014-06-27,2573.3,2587.47,2570.14,2572.84,15206855
2014-06-30,2584.22,2587.96,2578.17,2585.55,22308242
2014-07-01,2585.7,2589.65,2575.64,2576.3,16416810
2014-07-02,2572.8,2581.64,2544.08,2548.63,33550007
2014-07-03,2547.14,2554.86,2520.65,2536.57,32056488
2014-07-04,2530.69,2534.89,2525.27,2525.27,12690685
2014-07-07,2528.26,2547.6,2527.25,2542.03,14078132
2014-07-08,2549.31,2551.37,2525.53,2526.07,17983845
2014-07-09,2529.44,2530.78,2503.09,2512.32,14119412
2014-07-10,2517.88,2520.34,2485.05,2503,26499924
2014-07-11,2505.79,2541.51,2505.79,2535.31,16850197
2014-07-14,2545.71,2555.41,2545.71,2548.12,13411169
2014-07-15,2549.76,2561.61,2544.74,2554.52,13040041
2014-07-16,2556.9,2569.82,2556.05,2561.4,20524767
2014-07-17,2551.52,2568.05,2544.12,2568.05,17584432
2014-07-18,2550.03,2559.8,2542.63,2558.37,16446196
2014-07-21,2561.53,2562.57,2542.74,2556.92,16561178
2014-07-22,2557.79,2581.25,2557.15,2580.91,21526222
2014-07-23,2576.75,2581.01,2566.88,2573.6,15089866
2014-07-24,2577.04,2580.73,2567.59,2578.75,14987057
2014-07-25,2577.35,2583.5,2570.33,2577.98,21544995
2014-07-28,2578.76,2587.61,2575.93,2575.93,20394368
2014-07-29,2580.01,2588.84,2559.49,2559.49,19395143
2014-07-30,2552.07,2555.99,2511.32,2514,20974906
2014-07-31,2512.09,2518.96,2491.61,2493.68,32034379
2014-08-01,2497.09,2514.81,2470.56,2512.07,26811279
2014-08-04,2524.61,2539.7,2516.12,2537.17,20845156
2014-08-05,2542.42,2557.56,2527.1,2539.65,20618709
2014-08-06,2529.52,2533.48,2513.69,2528.42,27210620
2014-08-07,2532.53,2533.34,2488.67,2495.5,24878626
2014-08-08,2474.57,2484.01,2459.94,2477.25,20396963
2014-08-11,2497.1,2519.55,2492.27,2519.55,16514130
2014-08-12,2508.67,2518.09,2499.18,2516.64,15925409
2014-08-13,2521.25,2547.21,2511.85,2547.21,25588650
2014-08-14,2547.53,2581.65,2538.88,2581.65,25071677
2014-08-18,2581.09,2618.73,2579.22,2616.49,27438946
2014-08-19,2614.3,2623.88,2601.55,2616.47,28309876
2014-08-20,2607.61,2622.66,2605.7,2622.66,20594127
2014-08-21,2622.77,2628.76,2613.78,2619.27,25551774
2014-08-22,2620.33,2621.63,2602.24,2607.29,18725327
2014-08-25,2616.67,2621.45,2614.11,2618.42,9406605
2014-08-26,2616.91,2640.43,2613.29,2639.54,20809511
2014-08-27,2640.68,2650.83,2630.81,2638.21,15754477
2014-08-28,2630.32,2634.89,2574.96,2588.54,21393641
2014-08-29,2584.44,2598.15,2580.58,2585.71,30211422
2014-09-01,2597.04,2614.61,2595.48,2614.61,13465888
2014-09-02,2624.4,2630.95,2613.48,2630.06,17180383
2014-09-03,2623.6,2686.08,2620.39,2680.67,25193449
2014-09-04,2676.14,2716.24,2676.14,2709.25,26934562
2014-09-05,2705.39,2719.12,2693.66,2711.64,18141181
2014-09-08,2714.12,2729.33,2702.2,2722.4,16578205
2014-09-09,2711.74,2724.55,2706.05,2713.32,15156690
2014-09-10,2705.47,2716.38,2698.75,2708.83,27341511
2014-09-11,2708.95,2717.75,2674.14,2675.1,33565594
2014-09-12,2682.43,2685.34,2671.81,2672.23,23675060
2014-09-15,2647.8,2671.38,2647.32,2668.14,16258376
2014-09-16,2666.89,2684.51,2652.17,2677.9,25640256
2014-09-17,2689.08,2702.48,2687.72,2701.76,17291119
2014-09-18,2698.04,2702.13,2679.35,2690.15,18619054
2014-09-19,2695.43,2735.62,2693.45,2730,55158403
2014-09-22,2714.79,2726.95,2706.45,2706.45,14082360
2014-09-23,2711.76,2711.76,2671.96,2672.95,19598079
2014-09-24,2675.08,2686.43,2657.83,2662.8,19153678
2014-09-25,2671.52,2695.02,2651.86,2656.98,15821709
2014-09-26,2651.01,2670.7,2641.54,2666.88,18803536
2014-09-29,2670.03,2690.29,2642.82,2667.7,20215987
2014-09-30,2674.62,2689.69,2668.58,2683.51,28342082
2014-10-01,2674.22,2685.06,2641.81,2643.09,16645651
2014-10-02,2631.7,2631.7,2613.74,2613.74,16298440
2014-10-03,2625.68,2638.18,2625.43,2627.5,13673014
2014-10-06,2641.96,2654.04,2636.81,2637.08,16138608
2014-10-07,2635.27,2637.21,2622.09,2625.86,19381574
2014-10-08,2609.16,2615.32,2594.12,2594.12,23535608
2014-10-09,2617.88,2625.1,2609,2610.37,24044975
2014-10-10,2590.91,2599.58,2572.64,2574.82,23541287
2014-10-13,2573.13,2593.09,2571.4,2575.5,18268854
2014-10-14,2578.63,2591.04,2560.08,2587.9,44145036
2014-10-15,2596.54,2600.5,2550.42,2565.23,36940281
2014-10-16,2575.2,2576.78,2536.06,2560.98,29117521
2014-10-17,2566.51,2587.33,2562.76,2579.78,54177590
2014-10-20,2589.38,2591,2567.21,2567.21,16209744
2014-10-21,2563.95,2607.44,2561.71,2605.44,25574055
2014-10-22,2618.28,2618.85,2604.61,2610.4,19537260
2014-10-23,2603.29,2623.31,2599.49,2616.46,26208525
2014-10-24,2617.33,2630.84,2605.86,2612.02,20780075
2014-10-27,2626.81,2626.81,2605.36,2620.1,15238513
2014-10-28,2622.4,2636.73,2618.46,2636.73,13520976
2014-10-29,2638.34,2641.7,2619.19,2628.17,23859486
2014-10-30,2622.42,2629.84,2603.24,2617.68,35252702
2014-10-31,2639.1,2648.3,2635.12,2642.5,20203340
2014-11-03,2639.97,2643.34,2631.27,2640.25,13985763
2014-11-04,2630.88,2652.3,2630.88,2638.11,15378137
2014-11-05,2640.26,2651.38,2618.33,2620.03,23073251
2014-11-06,2622.65,2627.65,2609.29,2616.57,15523831
2014-11-07,2610.17,2621.14,2600.01,2601.59,20113674
2014-11-10,2606.04,2606.04,2590.48,2592.53,9560259
2014-11-12,2594.12,2606.46,2589.93,2589.93,22452494
2014-11-13,2595.72,2602.73,2578.58,2580.27,24684775
2014-11-14,2581.66,2605.74,2573.72,2604.52,21999597
2014-11-17,2598.68,2610.14,2594.52,2601.05,15904916
2014-11-18,2602.55,2614.85,2601.67,2614.85,16929067
2014-11-19,2616.51,2617.85,2599.65,2607.3,20891465
2014-11-20,2596.62,2598.87,2578.22,2582.6,18564948
2014-11-21,2589,2613.7,2586.63,2606.55,21306134
2014-11-24,2612,2625.64,2590.32,2600.67,18670954
2014-11-25,2602.5,2615.46,2589.8,2601.94,31836059
2014-11-26,2603.19,2613.6,2602.43,2609.63,19347859
2014-11-27,2610.83,2619.32,2610.32,2617.62,17405009
2014-11-28,2619.24,2621.05,2601.51,2601.51,19032850
2014-12-01,2589.36,2605.41,2586.62,2601.2,23018395
2014-12-02,2610.07,2634.49,2609.1,2634.49,21745683
2014-12-03,2635.76,2639.98,2629.29,2632.89,15623537
2014-12-04,2636.47,2647.7,2606.01,2606.01,18555806
2014-12-05,2615.59,2631.67,2614.75,2623.03,15715908
2014-12-08,2628.88,2632.73,2608.86,2615.18,15837254
2014-12-09,2604.09,2608.83,2575.01,2580.93,23683316
2014-12-10,2583.53,2590.46,2555.85,2555.85,34213478
2014-12-11,2556.19,2567.86,2548.38,2562.44,23618290
2014-12-12,2564.05,2565.15,2544.85,2544.85,22061472
2014-12-15,2543.79,2553.99,2507.91,2508.06,22373659
2014-12-16,2501.32,2504.1,2428.53,2455.4,44579917
2014-12-17,2453.43,2491.56,2449.49,2470.17,30283481
2014-12-18,2498.42,2516.74,2490.14,2516.74,24600689
2014-12-19,2517.76,2518.52,2482.89,2491.66,185956929
2014-12-22,2493.69,2509.71,2490.18,2504.13,17140462
2014-12-23,2500.57,2514.56,2500.21,2500.92,19260751
2014-12-29,2507.13,2510.28,2470.21,2477.57,17212037
2014-12-30,2486.26,2488.89,2468.75,2487.52,21916737
2015-01-02,2499.49,2499.59,2480.93,2484.88,7604296
2015-01-05,2480.21,2480.67,2437.18,2437.18,15813183
2015-01-07,2446.88,2496.68,2442.98,2487.23,24966433
2015-01-08,2497.26,2544.21,2497.26,2544.21,29727003
2015-01-09,2541.12,2542.26,2517.11,2523.28,22099925
2015-01-12,2521.22,2532.22,2498.67,2511.61,19886843
2015-01-13,2508.54,2553.54,2508.54,2543.99,29577704
2015-01-14,2525.74,2527.06,2499.92,2512.71,29538780
2015-01-15,2525.18,2528.64,2441.89,2445.31,54689796
2015-01-16,2433.67,2453.48,2408.24,2434.36,35790780
2015-01-19,2437.61,2441.34,2411.53,2432.48,23668573
2015-01-20,2442.48,2455.61,2424.85,2424.85,26559498
2015-01-21,2431.23,2472.65,2429.61,2472.65,21662448
2015-01-22,2478.46,2507.59,2478.17,2501.93,26083129
2015-01-23,2505.4,2517.01,2501.67,2507.78,24526020
2015-01-26,2493.73,2502.48,2484.37,2500.79,22185213
2015-01-27,2504.15,2523.05,2488.06,2501.99,30129384
2015-01-28,2511.4,2513.77,2484.79,2502.18,32330376
2015-01-29,2504.88,2525.69,2496.19,2519.73,26515100
2015-01-30,2524.7,2528.76,2515.23,2521.58,23347313
2015-02-02,2524.32,2530.89,2489.33,2509.65,22502294
2015-02-03,2514.32,2524.99,2499.35,2518.85,28347171
2015-02-04,2520.16,2524.63,2510.77,2524.63,21110111
2015-02-05,2521.23,2526.5,2508.58,2526.5,26760574
2015-02-06,2529.42,2543.28,2526.22,2543.28,26266570
2015-02-09,2535.6,2537.51,2521.7,2528.51,17997536
2015-02-10,2529.81,2538.2,2525.14,2527.59,17477438
2015-02-11,2531.52,2532.19,2510.74,2512.55,36317214
2015-02-12,2516.87,2526.9,2510.44,2523.33,19340276
2015-02-13,2529.5,2533.75,2522.81,2533.75,22230233
2015-02-16,2536.93,2551.22,2536.83,2546.91,14395680
2015-02-17,2545.9,2553.8,2536.9,2546.58,25455372
2015-02-18,2555.53,2557.03,2534.89,2535.11,19111596
2015-02-19,2539.9,2545.73,2532.77,2538.28,17042404
2015-02-20,2540.33,2544.32,2533.83,2538.24,11358608
2015-02-23,2548.92,2553.58,2544.67,2553.51,20316336
2015-02-24,2552.03,2552.76,2535.08,2550.91,23462681
2015-02-25,2556.45,2558.65,2539.62,2544.66,19730601
2015-02-26,2540.89,2555.97,2536.66,2555.97,20895943
2015-02-27,2556.85,2570.26,2550.95,2568.61,31923485
2015-03-02,2572.16,2573.23,2553.78,2562.2,20396463
2015-03-03,2558.1,2561.2,2526.51,2526.51,20576068
2015-03-04,2528.26,2547.61,2512.87,2543.34,24427226
2015-03-05,2552.62,2565.03,2552.62,2560.91,39805070
2015-03-06,2563.88,2567.64,2544.83,2552.27,22231059
2015-03-09,2546.75,2564.63,2543.1,2552.23,18968800
2015-03-10,2550.91,2553.9,2519.44,2521.3,20965053
2015-03-11,2526.92,2533.83,2516.28,2532.35,21010942
2015-03-12,2541.5,2543.51,2525.76,2537.54,23537864
2015-03-13,2537.72,2537.72,2504.26,2511.96,22414946
2015-03-16,2515.62,2522.43,2509.54,2515.81,19525241
2015-03-17,2521.98,2543.45,2517.84,2535.15,22160278
2015-03-18,2538.99,2553.08,2537.32,2549.91,21819346
2015-03-19,2559.15,2594.73,2559.15,2594.73,29298962
2015-03-20,2599.48,2614.52,2593.25,2612.03,76829882
2015-03-23,2616.34,2619.17,2597.62,2619.17,13488080
2015-03-24,2610.29,2619.03,2605.22,2617.13,18925675
2015-03-25,2613.37,2618.03,2603.88,2603.88,26859638
2015-03-26,2591.31,2597.7,2577.79,2582,20021508
2015-03-27,2585.33,2594.54,2578.46,2578.46,22150727
2015-03-30,2588.77,2608.73,2588.77,2607.84,24492675
2015-03-31,2605.59,2612.44,2593.96,2605.35,23568605
2015-04-01,2598.67,2610.76,2595.56,2599.49,28233120
2015-04-02,2598.99,2608.91,2597.2,2608.91,18588191
2015-04-07,2615.04,2641.42,2614.43,2630.03,21893188
2015-04-08,2633.17,2644.26,2630.79,2636.95,29000862
2015-04-09,2637.63,2659.27,2635.65,2659.27,25263745
2015-04-10,2666.27,2671.24,2654.77,2662.2,24637252
2015-04-13,2661.44,2662.84,2650,2659.87,18631464
2015-04-14,2659.92,2659.92,2643.04,2655.82,17108471
2015-04-15,2654.88,2694.39,2654.67,2694.13,24871201
2015-04-16,2696.88,2722.27,2695.95,2722.27,29329070
2015-04-17,2715.2,2728.34,2679.37,2679.37,28079426
2015-04-20,2688.31,2726.47,2688.31,2723.77,21707007
2015-04-21,2735.77,2746.46,2716.75,2727.25,25071154
2015-04-22,2726.73,2742.86,2717.28,2738.67,28634720
2015-04-23,2749.56,2750.24,2723.06,2740.63,20352071
2015-04-24,2741.68,2748.65,2728.48,2739.86,22133101
2015-04-27,2744.11,2782.29,2738.63,2774.75,28711333
2015-04-28,2772.95,2782.44,2763.76,2771.67,31093821
2015-04-29,2776.31,2779.97,2737.48,2742.69,21994124
2015-04-30,2738.7,2748.37,2729.16,2735.88,27496773
2015-05-04,2751.86,2759.14,2738.12,2742.78,18435498
2015-05-05,2739.46,2747.14,2718.34,2726.67,18833614
2015-05-06,2721.84,2744.54,2718.27,2744.48,34350709
2015-05-07,2744.3,2746.91,2715.49,2742.42,25550789
2015-05-08,2751.59,2773.48,2749.67,2766.7,23541940
2015-05-11,2761.92,2768.58,2756.97,2756.97,16421398
2015-05-12,2759.57,2761.95,2730.85,2761.95,20731957
2015-05-13,2762.7,2770.82,2755.59,2761.89,28193229
2015-05-14,2758.59,2759.1,2734.87,2735.49,27063948
2015-05-15,2740.92,2748.81,2736.97,2740.11,18008663
2015-05-18,2751.18,2760.14,2742.13,2749.37,15719765
2015-05-19,2756.4,2763.22,2749.03,2751.8,18730537
2015-05-20,2749.3,2750.43,2726.56,2748.86,21195411
2015-05-21,2750.2,2752.33,2736.18,2750.69,15686156
2015-05-22,2749.76,2749.76,2728.21,2738.42,17436238
2015-05-25,2715.27,2723.28,2685.19,2696.16,11011497
2015-05-26,2684.9,2692.7,2670.27,2671.21,19916242
2015-05-27,2677.37,2690.62,2667.37,2690.62,32767054
2015-05-28,2691.43,2693.77,2668.64,2668.64,15207624
2015-05-29,2671.46,2685.97,2666.28,2666.28,34678641
2015-06-01,2670.03,2677.2,2658.11,2665.68,16620193
2015-06-02,2659.5,2660.2,2629.89,2631.77,20277072
2015-06-03,2637.43,2639.08,2612.34,2613.69,21771526
2015-06-05,2606.58,2607.21,2585.7,2588.69,21248784
2015-06-08,2592.07,2598.02,2576.28,2576.28,17567078
2015-06-09,2577.22,2593.3,2556.15,2556.15,23744673
2015-06-10,2561.31,2606.67,2560.24,2603.82,34387474
2015-06-11,2608.93,2614.55,2597.62,2604.42,17564441
2015-06-12,2604.16,2604.4,2580.88,2580.88,13793353
2015-06-15,2571.89,2593.5,2568.49,2580.69,12823379
2015-06-16,2578.15,2585.26,2568.91,2580.07,21770348
2015-06-17,2585.53,2592.15,2536.91,2540.66,25007922
2015-06-18,2542.01,2555.28,2522.39,2552.39,25239711
2015-06-19,2546.8,2552.78,2518.24,2518.24,39361541
2015-06-22,2540.04,2579.78,2540.04,2577.91,14427631
2015-06-23,2588.58,2588.73,2568.68,2568.68,14175010
2015-06-24,2571.87,2577.66,2559.55,2574.27,16869339
2015-06-25,2570.42,2593.03,2569.79,2577.02,21628687
2015-06-26,2572.15,2575.54,2558.19,2558.19,19055155
2015-06-29,2467.2,2526.77,2464.92,2513.78,15390386
2015-06-30,2506.64,2546.71,2505.61,2540.32,26109446
2015-07-01,2540.55,2555.63,2515.5,2515.5,17990474
2015-07-02,2519.8,2530.04,2511.39,2520.39,21992777
2015-07-03,2520.29,2522.33,2487.78,2501.15,9308109
